"Kod";"Nazwa";"Świadczenie wychowawcze";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3020033;"Dobrzyca (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1493;"-";"";
3020033;"Dobrzyca (3)";"wydatki na świadczenia wychowawcze";"2019";7725161;"zł";"";
3020042;"Gizałki (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";426;"-";"";
3020042;"Gizałki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";689;"-";"";
3020042;"Gizałki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";865;"-";"";
3020042;"Gizałki (2)";"wydatki na świadczenia wychowawcze";"2019";4737547;"zł";"";
3020052;"Gołuchów (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";837;"-";"";
3020052;"Gołuchów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1305;"-";"";
3020052;"Gołuchów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1952;"-";"";
3020052;"Gołuchów (2)";"wydatki na świadczenia wychowawcze";"2019";10124854;"zł";"";
3020063;"Pleszew (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2187;"-";"";
3020063;"Pleszew (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3316;"-";"";
3020063;"Pleszew (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";4982;"-";"";
3020063;"Pleszew (3)";"wydatki na świadczenia wychowawcze";"2019";25661204;"zł";"";
3021011;"Luboń (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2379;"-";"";
3021011;"Luboń (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3231;"-";"";
3021011;"Luboń (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";6381;"-";"";
3021011;"Luboń (1)";"wydatki na świadczenia wychowawcze";"2019";30008524;"zł";"";
3021021;"Puszczykowo (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";595;"-";"";
3021021;"Puszczykowo (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";820;"-";"";
3021021;"Puszczykowo (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1562;"-";"";
3021021;"Puszczykowo (1)";"wydatki na świadczenia wychowawcze";"2019";7316606;"zł";"";
3021033;"Buk (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";920;"-";"";
3021033;"Buk (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1321;"-";"";
3021033;"Buk (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2401;"-";"";
3021033;"Buk (3)";"wydatki na świadczenia wychowawcze";"2019";11423084;"zł";"";
3021042;"Czerwonak (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1898;"-";"";
3021042;"Czerwonak (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2580;"-";"";
3021042;"Czerwonak (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";5206;"-";"";
3021042;"Czerwonak (2)";"wydatki na świadczenia wychowawcze";"2019";24063397;"zł";"";
3021052;"Dopiewo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2642;"-";"";
3021052;"Dopiewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3390;"-";"";
3021052;"Dopiewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";7118;"-";"";
3021052;"Dopiewo (2)";"wydatki na świadczenia wychowawcze";"2019";33858622;"zł";"";
3021062;"Kleszczewo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";815;"-";"";
3021062;"Kleszczewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1081;"-";"";
3021062;"Kleszczewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2323;"-";"";
3021062;"Kleszczewo (2)";"wydatki na świadczenia wychowawcze";"2019";10436313;"zł";"";
3021072;"Komorniki (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2889;"-";"";
3021072;"Komorniki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3705;"-";"";
3021072;"Komorniki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";8056;"-";"";
3021072;"Komorniki (2)";"wydatki na świadczenia wychowawcze";"2019";37538020;"zł";"";
3021083;"Kostrzyn (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1370;"-";"";
3021083;"Kostrzyn (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1912;"-";"";
3021083;"Kostrzyn (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3836;"-";"";
3021083;"Kostrzyn (3)";"wydatki na świadczenia wychowawcze";"2019";17467681;"zł";"";
3021093;"Kórnik (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2526;"-";"";
3021093;"Kórnik (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3461;"-";"";
3021093;"Kórnik (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";7223;"-";"";
3021093;"Kórnik (3)";"wydatki na świadczenia wychowawcze";"2019";33366826;"zł";"";
3021103;"Mosina (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2554;"-";"";
3021103;"Mosina (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3563;"-";"";
3021103;"Mosina (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";7032;"-";"";
3021103;"Mosina (3)";"wydatki na świadczenia wychowawcze";"2019";32493284;"zł";"";
3021113;"Murowana Goślina (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1196;"-";"";
3021113;"Murowana Goślina (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1692;"-";"";
3021113;"Murowana Goślina (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3181;"-";"";
3021113;"Murowana Goślina (3)";"wydatki na świadczenia wychowawcze";"2019";14831690;"zł";"";
3021123;"Pobiedziska (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1472;"-";"";
3021123;"Pobiedziska (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2130;"-";"";
3021123;"Pobiedziska (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3833;"-";"";
3021123;"Pobiedziska (3)";"wydatki na świadczenia wychowawcze";"2019";18832173;"zł";"";
3021132;"Rokietnica (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1664;"-";"";
3021132;"Rokietnica (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2184;"-";"";
3021132;"Rokietnica (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";4367;"-";"";
3021132;"Rokietnica (2)";"wydatki na świadczenia wychowawcze";"2019";21461410;"zł";"";
3021143;"Stęszew (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1141;"-";"";
3021143;"Stęszew (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1634;"-";"";
3021143;"Stęszew (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2948;"-";"";
3021143;"Stęszew (3)";"wydatki na świadczenia wychowawcze";"2019";14066129;"zł";"";
3021152;"Suchy Las (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1495;"-";"";
3021152;"Suchy Las (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1993;"-";"";
3021152;"Suchy Las (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";4148;"-";"";
3021152;"Suchy Las (2)";"wydatki na świadczenia wychowawcze";"2019";19131890;"zł";"";
3021163;"Swarzędz (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";4005;"-";"";
3021163;"Swarzędz (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";5358;"-";"";
3021163;"Swarzędz (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";10649;"-";"";
3021163;"Swarzędz (3)";"wydatki na świadczenia wychowawcze";"2019";51686949;"zł";"";
3021172;"Tarnowo Podgórne (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2327;"-";"";
3021172;"Tarnowo Podgórne (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3072;"-";"";
3021172;"Tarnowo Podgórne (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";5997;"-";"";
3021172;"Tarnowo Podgórne (2)";"wydatki na świadczenia wychowawcze";"2019";29934390;"zł";"";
3022013;"Bojanowo (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";599;"-";"";
3022013;"Bojanowo (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";964;"-";"";
3022013;"Bojanowo (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1460;"-";"";
3022013;"Bojanowo (3)";"wydatki na świadczenia wychowawcze";"2019";7420751;"zł";"";
3022023;"Jutrosin (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";595;"-";"";
3022023;"Jutrosin (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1034;"-";"";
3022023;"Jutrosin (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1423;"-";"";
3022023;"Jutrosin (3)";"wydatki na świadczenia wychowawcze";"2019";7678161;"zł";"";
3022033;"Miejska Górka (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";706;"-";"";
3022033;"Miejska Górka (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1107;"-";"";
3022033;"Miejska Górka (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1601;"-";"";
3022033;"Miejska Górka (3)";"wydatki na świadczenia wychowawcze";"2019";8792331;"zł";"";
3022042;"Pakosław (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";417;"-";"";
3022042;"Pakosław (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";702;"-";"";
3022042;"Pakosław (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";984;"-";"";
3022042;"Pakosław (2)";"wydatki na świadczenia wychowawcze";"2019";5226848;"zł";"";
3022053;"Rawicz (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2104;"-";"";
3022053;"Rawicz (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3146;"-";"";
3022053;"Rawicz (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";5289;"-";"";
3022053;"Rawicz (3)";"wydatki na świadczenia wychowawcze";"2019";26373028;"zł";"";
3023011;"Słupca (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";844;"-";"";
3023011;"Słupca (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1221;"-";"";
3023011;"Słupca (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2134;"-";"";
3023011;"Słupca (1)";"wydatki na świadczenia wychowawcze";"2019";10143277;"zł";"";
3023022;"Lądek (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";403;"-";"";
3023022;"Lądek (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";624;"-";"";
3023022;"Lądek (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";883;"-";"";
3023022;"Lądek (2)";"wydatki na świadczenia wychowawcze";"2019";4917287;"zł";"";
3023032;"Orchowo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";252;"-";"";
3023032;"Orchowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";430;"-";"";
3023032;"Orchowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";610;"-";"";
3023032;"Orchowo (2)";"wydatki na świadczenia wychowawcze";"2019";3166204;"zł";"";
3023042;"Ostrowite (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";326;"-";"";
3023042;"Ostrowite (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";525;"-";"";
3023042;"Ostrowite (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";782;"-";"";
3023042;"Ostrowite (2)";"wydatki na świadczenia wychowawcze";"2019";4023056;"zł";"";
3023052;"Powidz (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";154;"-";"";
